PNU,주용도코드명,대지면적(㎡),건축면적(㎡),연면적(㎡),용적률(%),건폐율(%)
1171010400101390025,공동주택,293.0,174.07,580.68,198.18,59.41
1171010400101410015,제1종근린생활시설,507.5,241.56,1735.54,249.7,47.6
1171010400101420006,제2종근린생활시설,0.0,0.0,899.55,0.0,0.0
1171010400101420012,제1종근린생활시설,0.0,0.0,153.0,0.0,0.0
1171010400101490006,,,,,,
1171010400101490007,,,,,,
1171010400101490008,,,,,,
1171010400101490006,공동주택,0.0,195.88,658.82,0.0,0.0
1171010400101490007,공동주택,0.0,195.88,658.82,0.0,0.0
1171010400101490008,공동주택,0.0,195.88,658.82,0.0,0.0
1171010400101490006,공동주택,0.0,174.3,601.77,0.0,0.0
1171010400101490007,공동주택,0.0,174.3,601.77,0.0,0.0
1171010400101490008,공동주택,0.0,174.3,601.77,0.0,0.0
1171010400101490006,공동주택,0.0,174.3,572.97,0.0,0.0
1171010400101490007,공동주택,0.0,174.3,572.97,0.0,0.0
1171010400101490008,공동주택,0.0,174.3,572.97,0.0,0.0
1171010400201620001,공동주택,0.0,0.0,7581.87,0.0,0.0
1171010400201620002,공동주택,0.0,0.0,7581.87,0.0,0.0
1171010400201620001,공동주택,0.0,0.0,1179.08,0.0,0.0
1171010400201620002,공동주택,0.0,0.0,1179.08,0.0,0.0
1171010400201620001,공동주택,0.0,0.0,12388.56,0.0,0.0
1171010400201620002,공동주택,0.0,0.0,12388.56,0.0,0.0
1171010400201620001,공동주택,0.0,0.0,5065.97,0.0,0.0
1171010400201620002,공동주택,0.0,0.0,5065.97,0.0,0.0
1171010400201620001,공동주택,0.0,0.0,8435.689,0.0,0.0
1171010400201620002,공동주택,0.0,0.0,8435.689,0.0,0.0
1171010400201620001,공동주택,0.0,0.0,9435.87,0.0,0.0
1171010400201620002,공동주택,0.0,0.0,9435.87,0.0,0.0
1171010400201620001,공동주택,0.0,0.0,9435.87,0.0,0.0
1171010400201620002,공동주택,0.0,0.0,9435.87,0.0,0.0
1171010400201620001,공동주택,0.0,0.0,12388.56,0.0,0.0
1171010400201620002,공동주택,0.0,0.0,12388.56,0.0,0.0
1171010400201620002,공동주택,0.0,0.0,14438.348,0.0,0.0
1171010400201620001,공동주택,0.0,0.0,14438.348,0.0,0.0
1171010400201620001,공동주택,0.0,0.0,7616.04,0.0,0.0
1171010400201620002,공동주택,0.0,0.0,7616.04,0.0,0.0
1171010400101740007,공동주택,243.4,135.14,657.42,215.25,55.52
1171010400101770011,공동주택,0.0,0.0,327.33,0.0,0.0
1171010400101630006,공동주택,363.4,173.26,1356.34,291.36,47.68
1171010400101630015,공동주택,0.0,0.0,9929.63,0.0,0.0
1171010400101630016,공동주택,0.0,0.0,9929.63,0.0,0.0
1171010400101630027,공동주택,0.0,0.0,9929.63,0.0,0.0
1171010400101650000,공동주택,0.0,0.0,9929.63,0.0,0.0
1171010400101650001,공동주택,0.0,0.0,9929.63,0.0,0.0
1171010400101650002,공동주택,0.0,0.0,9929.63,0.0,0.0
1171010400101650003,공동주택,0.0,0.0,9929.63,0.0,0.0
1171010400101680003,공동주택,0.0,0.0,9929.63,0.0,0.0
1171010400101650000,제1종근린생활시설,6575.4,1749.64,1457.83,352.36,26.61
1171010400101650001,제1종근린생활시설,6575.4,1749.64,1457.83,352.36,26.61
1171010400101680003,제1종근린생활시설,6575.4,1749.64,1457.83,352.36,26.61
1171010400101630015,제1종근린생활시설,6575.4,1749.64,1457.83,352.36,26.61
1171010400101650002,제1종근린생활시설,6575.4,1749.64,1457.83,352.36,26.61
1171010400101650003,제1종근린생활시설,6575.4,1749.64,1457.83,352.36,26.61
1171010400101630027,제1종근린생활시설,6575.4,1749.64,1457.83,352.36,26.61
1171010400101630016,제1종근린생활시설,6575.4,1749.64,1457.83,352.36,26.61
1171010400101630015,공동주택,0.0,0.0,11966.78,0.0,0.0
1171010400101630016,공동주택,0.0,0.0,11966.78,0.0,0.0
1171010400101630027,공동주택,0.0,0.0,11966.78,0.0,0.0
1171010400101650000,공동주택,0.0,0.0,11966.78,0.0,0.0
1171010400101650001,공동주택,0.0,0.0,11966.78,0.0,0.0
1171010400101650002,공동주택,0.0,0.0,11966.78,0.0,0.0
1171010400101650003,공동주택,0.0,0.0,11966.78,0.0,0.0
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400100000000,,,,,,
1171010400101740016,위험물저장및처리시설,779.3,338.7,834.6,85.88,43.46
1171010400101560001,공동주택,256.9,154.03,948.07,291.2,59.96
1171010400101750005,공동주택,0.0,450.14,1850.58,0.0,0.0
1171010400101770004,공동주택,0.0,0.0,329.76,0.0,0.0
1171010400101770004,공동주택,0.0,0.0,329.76,0.0,0.0
1171010400101570003,공동주택,0.0,0.0,324.12,0.0,0.0
1171010400101800020,공동주택,400.1,213.46,659.07,164.73,53.35
1171010400101810001,종교시설,0.0,0.0,5165.15,0.0,0.0
1171010400101810001,,,,,,
1171010400101810001,종교시설,0.0,0.0,1019.14,0.0,0.0
1171010400101820017,,,,,,
1171010400101820017,공동주택,511.4,294.43,659.16,207.1,57.57
1171010400101830002,공동주택,396.5,203.8,659.57,166.35,51.4
1171010400101830020,공동주택,334.4,195.77,785.83,197.01,58.54
1171010400101840014,제2종근린생활시설,532.2,153.36,647.28,109.36,28.8
1171010400101850003,제1종근린생활시설,620.2,366.93,1437.75,197.62,59.16
1171010400101850008,업무시설,828.2,413.59,4432.85,294.17,49.94
1171010400101850009,업무시설,828.2,413.59,4432.85,294.17,49.94
1171010400101860001,업무시설,1272.4,490.92,2961.33,192.91,38.58
1171010400101860008,업무시설,1272.4,490.92,2961.33,192.91,38.58
1171010400101870006,공동주택,553.5,298.66,2064.09,293.15,53.96
1171010400101870008,문화및집회시설,451.9,246.13,880.73,120.08,54.47
1171010400101940002,공동주택,1366.0,725.87,4542.88,249.96,53.14
1171010400101940003,공동주택,1366.0,725.87,4542.88,249.96,53.14
1171010500100010002,공동주택,2480.5,1115.83,17333.36,391.36,44.98
1171010500100010009,공동주택,2480.5,1115.83,17333.36,391.36,44.98
1171010500100030008,제2종근린생활시설,843.6,341.89,1495.35,139.5,40.53
1171010500100050012,제2종근린생활시설,566.5,299.18,1476.03,191.23,52.81
1171010500100060011,공동주택,404.1,204.74,657.24,158.7,50.67
1171010500100100009,공동주택,353.8,176.64,967.64,225.94,49.93
1171010500100140001,업무시설,616.0,307.14,2200.25,288.81,49.86
1171010500100150006,업무시설,976.7,583.49,5595.45,272.87,59.74
1171010500100160003,공동주택,782.3,450.84,2337.88,216.75,57.63
1171010500100190008,공동주택,448.0,200.6,822.08,147.71,44.77
1171010500100230006,제1종근린생활시설,526.2,312.18,1809.25,278.78,59.33
1171010500100240000,업무시설,1454.3,831.37,11060.53,399.92,57.17
1171010500100240010,업무시설,1454.3,831.37,11060.53,399.92,57.17
1171010500100240015,업무시설,1341.9,768.06,9982.69,399.9,57.24
1171010500100520011,업무시설,595.0,290.84,2123.83,246.79,48.88
1171010500100520012,업무시설,595.0,290.84,2123.83,246.79,48.88
1171010500100520013,업무시설,595.0,290.84,2123.83,246.79,48.88
1171010500100520014,업무시설,595.0,290.84,2123.83,246.79,48.88
1171010500100540032,공동주택,533.9,272.96,1850.13,259.82,51.13
1171010500100540033,공동주택,533.9,272.96,1850.13,259.82,51.13
1171010500100550008,공동주택,836.0,471.2,2125.4,193.67,56.68
1171010500100550009,공동주택,836.0,471.2,2125.4,193.67,56.68
1171010500100580026,공동주택,434.6,187.98,654.43,138.51,43.25
1171010500100580008,공동주택,410.7,212.94,821.27,199.97,51.85
1171010500100600012,공동주택,778.2,351.96,1620.54,196.51,45.23
1171010500100600006,공동주택,778.2,351.96,1620.54,196.51,45.23
1171010500100600014,공동주택,778.2,351.96,1620.54,196.51,45.23
1171010500100600005,교육연구시설,599.9,263.34,1280.22,213.4,43.89
1171010500100600010,종교시설,949.08,466.395,1486.385,156.61,49.14
1171010500100600011,종교시설,949.08,466.395,1486.385,156.61,49.14
1171010500100600013,종교시설,949.08,466.395,1486.385,156.61,49.14
1171010500101550011,제2종근린생활시설,0.0,0.0,918.6,0.0,0.0
1171010500101550007,공동주택,0.0,0.0,986.88,0.0,0.0
1171010500101580001,숙박시설,1366.3,781.62,9977.74,398.85,57.21
1171010500101580014,숙박시설,1366.3,781.62,9977.74,398.85,57.21
1171010500101580013,숙박시설,1366.3,781.62,9977.74,398.85,57.21
1171010500101580012,업무시설,811.2,404.2,5716.43,438.88,49.83
1171010500101580011,업무시설,760.3,448.09,3916.84,393.87,58.94
1171010500101580010,제2종근린생활시설,1140.6,419.75,508.78,40.47,36.8
1171010500101590011,공동주택,338.0,200.34,659.24,195.04,59.27
1171010500101610008,공동주택,0.0,0.0,1582.64,0.0,0.0
1171010500101610009,공동주택,0.0,0.0,1582.64,0.0,0.0
1171010500101640030,공동주택,246.6,147.61,513.4,208.19,59.86
1171010500101710005,공동주택,341.8,204.84,690.5,202.02,59.93
1171010500101740005,업무시설,1257.2,596.85,7528.81,381.43,47.47
1171010500101740006,업무시설,1257.2,596.85,7528.81,381.43,47.47
1171010500101740016,업무시설,1257.2,596.85,7528.81,381.43,47.47
1171010500101740007,업무시설,1863.3,768.84,13195.04,362.05,41.26
1171010500101750011,제2종근린생활시설,657.2,266.18,1551.84,161.06,40.5
1171010500101760004,의료시설,724.47,359.33,3558.02,242.3,49.6
1171010500101820003,제1종근린생활시설,1183.3,590.93,2715.94,229.52,49.94
1171010500102100001,업무시설,1948.9,775.86,4967.03,215.05,39.81
1171010500102100022,공동주택,518.8,250.46,1652.31,245.13,48.28
1171010500102100017,위험물저장및처리시설,737.9,308.09,557.38,56.45,41.75
1171010500102100018,위험물저장및처리시설,737.9,308.09,557.38,56.45,41.75
1171010500102100026,제2종근린생활시설,536.1,216.48,1042.72,194.5,40.38
1171010500102130012,업무시설,718.9,352.22,2860.98,299.9889,48.9943
1171010500102130010,제1종근린생활시설,507.0,242.88,1990.28,273.92,47.91
1171010500102130007,공동주택,765.18,136.0,659.98,86.25,17.77
1171010500102130007,,,,,,
1171010500102130007,공동주택,765.18,109.5,437.31,57.15,14.31
1171010500102130007,공동주택,765.18,136.5,690.78,86.25,17.84
1171010500102160027,공동주택,925.6,555.21,2356.66,211.59,59.98
1171010500102160028,공동주택,925.6,555.21,2356.66,211.59,59.98
1171010500102160029,공동주택,925.6,555.21,2356.66,211.59,59.98
1171010500102160030,공동주택,925.6,555.21,2356.66,211.59,59.98
1171010500102170011,업무시설,652.53,322.42,2817.55,277.67,49.41
1171010500102170010,제2종근린생활시설,652.81,175.74,363.24,49.7,26.92
1171010500102170009,제2종근린생활시설,649.62,321.35,533.03,77.13,49.47
1171010500102170016,제2종근린생활시설,649.62,321.35,533.03,77.13,49.47
1171010500102210004,공동주택,519.4,306.42,1603.02,166.1051,58.99
1171010500102220002,공동주택,543.8,302.49,1572.06,289.09,55.63
1171010500102220008,공동주택,543.8,302.49,1572.06,289.09,55.63
1171010500102230004,,,,,,
1171010500102230004,공동주택,0.0,186.35,646.62,0.0,0.0
1171010500102230004,공동주택,962.7,0.0,647.85,0.0,0.0
1171010500102230004,공동주택,0.0,186.35,647.25,0.0,0.0
1171010500102230004,공동주택,0.0,192.28,630.77,0.0,0.0
1171010500102230004,공동주택,962.7,0.0,29.4,0.0,0.0
1171010500102230004,공동주택,962.7,0.0,13.44,0.0,0.0
1171010500102240007,공동주택,779.5,394.34,1608.39,199.96,50.59
1171010500102240012,공동주택,779.5,394.34,1608.39,199.96,50.59
1171010500102260008,노유자시설,1286.2,649.2,4588.7,274.66,50.47
1171010500102270006,공동주택,1430.8,548.68,2107.52,110.47,38.34
1171010500102270007,공동주택,1430.8,548.68,2107.52,110.47,38.34
1171010500102270008,공동주택,1430.8,548.68,2107.52,110.47,38.34
1171010500102270009,공동주택,1430.8,548.68,2107.52,110.47,38.34
1171010500102270017,공동주택,401.1,176.64,801.18,199.75,44.04
1171010500102270016,공동주택,330.6,192.9,829.75,250.98,58.34
1171010500102270001,공동주택,330.5,188.87,657.53,198.95,57.15
1171010500102350021,제1종근린생활시설,348.9,150.46,1018.78,249.94,43.12
1171010500102360006,,,,,,
1171010500100000000,공동주택,388.6,225.82,767.58,195.87,58.11
1171010500102370019,공동주택,339.6,198.72,659.77,194.28,58.52
1171010500102390001,공동주택,738.3,272.8,1005.26,106.54,36.94
1171010500102390002,공동주택,738.3,272.8,1005.26,106.54,36.94
1171010500102390004,,,,,,
1171010500102390004,교육연구시설,0.0,126.33,126.33,0.0,0.0
1171010500102390004,제2종근린생활시설,0.0,359.25,383.19,0.0,0.0
1171010500102390015,,,,,,
1171010500102390015,단독주택,0.0,0.0,248.47,0.0,0.0
1171010500102390013,제2종근린생활시설,0.0,0.0,492.37,0.0,0.0
1171010500102420017,공동주택,335.0,199.92,619.54,184.94,59.68
1171010500102440005,공동주택,444.6,256.45,886.12,199.3,57.68
1171010500102450006,공동주택,362.7,217.4,657.76,181.35,59.94
1171010500102450010,공동주택,412.8,198.57,658.44,159.51,48.1
1171010500102460001,업무시설,653.5,326.64,1946.27,235.66,49.98
1171010500102460015,업무시설,653.5,326.64,1946.27,235.66,49.98
1171010500102460022,공동주택,396.8,237.46,659.96,166.32,59.84
1171010500102470010,종교시설,982.2,584.65,2568.2,162.47,59.52
1171010500102500006,공동주택,788.7,359.54,1403.28,133.44,44.83
1171010500102520011,제2종근린생활시설,0.0,0.0,2307.76,0.0,0.0
1171010500102520006,공동주택,1011.4,175.69,659.96,65.25,17.37
1171010500102520007,공동주택,1011.4,175.69,659.96,65.25,17.37
1171010500102520006,,,,,,
1171010500102520007,,,,,,
1171010500102520006,공동주택,1011.4,170.37,659.92,65.25,16.84
1171010500102520007,공동주택,1011.4,170.37,659.92,65.25,16.84
1171010500102520006,공동주택,1011.4,174.98,659.93,65.25,17.3
1171010500102520007,공동주택,1011.4,174.98,659.93,65.25,17.3
1171010500102550002,제1종근린생활시설,1045.7,626.995,3548.467,199.4232,59.9594
1171010500102550006,제1종근린생활시설,348.6,207.0447,846.0245,192.636,59.3932
1171010500102560005,제1종근린생활시설,1481.5,547.27,4108.12,199.92,36.94
1171010500102590009,공동주택,341.9,166.14,659.72,157.63,48.59
1171010500102640000,제2종근린생활시설,0.0,0.0,155.52,0.0,0.0
1171010500102660014,종교시설,757.9,378.84,1495.42,126.56,49.98
1171010500102660004,종교시설,757.9,378.84,1495.42,126.56,49.98
1171010500102660011,공동주택,331.0,144.68,659.56,160.63,43.71
1171010500102710006,공동주택,486.5,282.94,1456.06,224.5,58.15
1171010500102720010,제2종근린생활시설,681.1,337.48,2179.17,245.98,49.54
1171010500102720008,,,,,,
1171010500102720008,제2종근린생활시설,0.0,145.93,145.93,0.0,0.0
1171010500102720008,제2종근린생활시설,0.0,104.4,104.4,0.0,0.0
1171010500102720008,제2종근린생활시설,0.0,6.25,6.25,0.0,0.0
1171010500102720007,제2종근린생활시설,1247.8,491.77,1555.67,82.17,39.41
1171010500102730012,업무시설,1197.3,492.16,2435.7,163.73,41.1
1171010500102730011,제2종근린생활시설,0.0,0.0,2996.99,0.0,0.0
1171010500102730010,제1종근린생활시설,429.2,214.2,1548.7,282.8,49.9
1171010500102730006,제1종근린생활시설,591.4,347.28,2793.0,396.09,58.72
1171010500102730007,제2종근린생활시설,0.0,0.0,1524.37,0.0,0.0
1171010500102740014,제1종근린생활시설,0.0,0.0,1227.65,0.0,0.0
1171010500102760003,제1종근린생활시설,950.1,567.56,3942.3,273.58,59.74
1171010500102760013,제1종근린생활시설,950.1,567.56,3942.3,273.58,59.74
1171010500102760014,제1종근린생활시설,950.1,567.56,3942.3,273.58,59.74
1171010500102760008,제2종근린생활시설,0.0,0.0,1199.17,0.0,0.0
1171010500102770001,제1종근린생활시설,1394.5,696.54,5328.6,299.04,49.95
1171010500102770004,제1종근린생활시설,1394.5,696.54,5328.6,299.04,49.95
1171010500102770005,제1종근린생활시설,1394.5,696.54,5328.6,299.04,49.95
1171010500102770003,판매시설,2965.5,0.0,1420.2,193.27,48.84
1171010500102770006,판매시설,2965.5,0.0,1420.2,193.27,48.84
1171010500102770007,판매시설,2965.5,0.0,1420.2,193.27,48.84
1171010500102790009,제2종근린생활시설,339.8,203.31,928.76,199.97,59.83
1171010500102800017,공동주택,336.6,200.64,659.34,195.88,59.61
1171010500102810007,교육연구시설,595.0,308.05,1405.67,186.35,51.77
1171010500102810017,교육연구시설,595.0,308.05,1405.67,186.35,51.77
1171010500102810019,교육연구시설,595.0,308.05,1405.67,186.35,51.77
1171010500102820010,공동주택,343.3,191.62,840.94,244.96,55.82
1171010500102820011,공동주택,343.8,192.74,659.94,191.95,56.06
1171010500102830006,교육연구시설,631.14,324.26,1753.81,198.95,51.38
1171010500102860008,업무시설,0.0,0.0,4830.44,0.0,0.0
1171010500102900006,제1종근린생활시설,596.7,267.28,2385.24,273.35,44.79
1171010500102940017,제1종근린생활시설,504.3,256.86,1156.26,164.79,50.93
1171010500102950015,제1종근린생활시설,913.02,415.41,1540.68,128.9,45.49
1171010500102950013,제1종근린생활시설,837.4,417.48,2800.68,223.34,49.85
1171010500102960001,제1종근린생활시설,427.4,207.3,1145.94,194.0,48.5
1171010500102960020,제2종근린생활시설,698.6,392.42,3449.61,360.0,55.17
1171010500102960005,제1종근린생활시설,0.0,0.0,4700.16,0.0,0.0
1171010500102970029,공동주택,578.5,277.96,1904.62,246.23,48.05
1171010600100010002,제1종근린생활시설,1025.3,499.17,2045.52,150.82,48.69
1171010600100010004,판매시설,1263.5,583.86,6130.31,249.87,46.21
1171010600100050001,제1종근린생활시설,702.0,389.75,3431.93,359.74,55.52
1171010600100050011,제1종근린생활시설,702.0,389.75,3431.93,359.74,55.52
1171010600100070034,제2종근린생활시설,513.5,263.29,2591.66,352.0,51.27
1171010600100080018,공동주택,902.9,477.27,4565.87,358.58,52.86
1171010600100090019,제1종근린생활시설,613.6,290.451,1853.078,242.61,47.34
1171010600100090018,교육연구시설,785.0,368.25,2662.72,249.79,46.91
1171010600100090003,업무시설,2794.4,1106.82,6895.98,204.62818,39.608502
1171010600100090004,업무시설,2794.4,1106.82,6895.98,204.62818,39.608502
1171010600100090016,업무시설,2794.4,1106.82,6895.98,204.62818,39.608502
1171010600100090017,업무시설,2794.4,1106.82,6895.98,204.62818,39.608502
1171010600100090023,제1종근린생활시설,1620.2,748.4,7657.36,248.35,46.19
1171010600100090010,제1종근린생활시설,1620.2,748.4,7657.36,248.35,46.19
1171010600100090009,제1종근린생활시설,1620.2,748.4,7657.36,248.35,46.19
1171010600100130014,공동주택,385.3,190.9,659.79,171.24,49.55
1171010600100220019,제2종근린생활시설,0.0,0.0,2856.39,0.0,0.0
1171010600100220018,업무시설,0.0,0.0,1648.24,0.0,0.0
1171010600100220016,제1종근린생활시설,895.4,447.57,4256.33,249.99,49.99
1171010600100220017,제1종근린생활시설,895.4,447.57,4256.33,249.99,49.99
1171010600100220003,제1종근린생활시설,895.4,447.57,4256.33,249.99,49.99
1171010600100220014,제2종근린생활시설,0.0,0.0,1491.16,0.0,0.0
1171010600100220011,제2종근린생활시설,661.8,329.06,2118.42,249.41,49.72
1171010600100280013,제2종근린생활시설,726.8,375.38,1474.8,148.43,51.65
1171010600100310015,공동주택,336.4,198.13,688.61,204.7,58.9
1171010600100330013,공동주택,413.3,197.92,977.71,207.36,47.89
1171010600100380032,공동주택,490.1,276.4,1232.22,251.42,56.4
1171010600100460019,공동주택,449.1,269.41,1523.22,247.14,59.98
1171010600100460006,공동주택,333.0,198.92,691.46,207.65,59.74
1171010600100470020,공동주택,321.1,191.52,656.33,204.4,59.64
1171010600100490002,업무시설,574.2,294.52,2638.24,297.94,51.29
1171010600100500013,공동주택,317.9,181.32,659.52,207.46,57.04
1171010600100500012,공동주택,386.3,183.29,656.83,170.03,47.45
1171010600100520025,공동주택,413.2,221.5,824.07,199.44,53.61
1171010600100530022,공동주택,320.4,180.5,657.94,205.35,56.34
1171010600100590010,공동주택,410.0,234.72,702.65,171.38,57.25
1171010600100590005,공동주택,352.7,180.79,658.75,186.77,51.26
1171010600100650007,,,,,,
1171010600100650007,공동주택,0.0,174.24,657.22,0.0,0.0
1171010600100650007,공동주택,0.0,174.24,624.54,0.0,0.0
1171010600100680020,공동주택,336.6,190.26,654.91,185.4,56.52
1171010600100690006,공동주택,744.0,320.16,1487.12,199.88,43.03
1171010600100690022,공동주택,744.0,320.16,1487.12,199.88,43.03
1171010600100690020,공동주택,0.0,0.0,252.66,0.0,0.0
1171010600100690020,,,,,,
1171010600100690020,공동주택,0.0,0.0,328.32,0.0,0.0
1171010600100710035,공동주택,279.7,167.27,556.38,198.92,59.8
1171010600100710030,공동주택,330.4,186.63,659.83,199.71,56.49
1171010600100720017,공동주택,680.0,303.74,2124.78,238.61,44.67
1171010600100720026,공동주택,680.0,303.74,2124.78,238.61,44.67
1171010600100730008,공동주택,0.0,0.0,1600.23,0.0,0.0
1171010600100930007,제2종근린생활시설,0.0,0.0,58.31,0.0,0.0
1171010600100930010,제2종근린생활시설,0.0,0.0,58.31,0.0,0.0
1171010600100920009,제2종근린생활시설,0.0,0.0,58.31,0.0,0.0
1171010600100930008,제2종근린생활시설,0.0,0.0,58.31,0.0,0.0
1171010600100930018,공동주택,201.7,120.15,399.58,198.11,59.57
1171010600100960016,공동주택,288.0,172.39,525.53,182.48,59.86
1171010600101010004,제2종근린생활시설,0.0,0.0,1432.57,0.0,0.0
1171010600101050007,공동주택,175.2,103.26,367.81,209.94,58.94
1171010600101110014,제1종근린생활시설,1155.6,571.94,4785.82,249.46,49.49
1171010600101110013,제1종근린생활시설,1155.6,571.94,4785.82,249.46,49.49
1171010600101110015,제1종근린생활시설,1155.6,571.94,4785.82,249.46,49.49
1171010600101110001,제1종근린생활시설,1155.6,571.94,4785.82,249.46,49.49
1171010600101110011,제1종근린생활시설,630.0,327.1,2346.33,299.11,51.92
1171010600101110008,제2종근린생활시설,723.9,312.72,592.44,78.86,43.2
1171010600101240011,공동주택,363.8,197.01,721.4,198.3,54.15
1171010600101290002,공동주택,341.5,204.51,658.01,192.68,59.89
1171010600101290007,제1종근린생활시설,0.0,0.0,795.36,0.0,0.0
1171010600101300008,업무시설,978.0,446.63,5222.695,315.79,45.67
1171010600101300007,제2종근린생활시설,440.0,219.52,1427.43,249.18,49.89
1171010600101300015,제2종근린생활시설,408.4,202.81,1310.48,244.92,49.659647
1171010600101310001,제1종근린생활시설,600.7,355.07,2246.07,289.76,59.11
1171010600101310009,숙박시설,0.0,0.0,2096.81,0.0,0.0
1171010600101310010,제2종근린생활시설,666.9,298.24,1651.54,217.84,44.72
1171010600101320011,제2종근린생활시설,500.8,238.89,931.83,155.32,47.7
1171010600101330010,제2종근린생활시설,523.9,256.85,1260.82,165.66,49.03
1171010600101650015,공동주택,0.0,0.0,1172.79,0.0,0.0
1171010600101650016,공동주택,0.0,0.0,1172.79,0.0,0.0
1171010600101660017,공동주택,522.1,310.14,1856.46,267.25,59.4
1171010600101660018,공동주택,522.1,310.14,1856.46,267.25,59.4
1171010600101700010,,,,,,
1171010600101700010,공동주택,0.0,177.65,658.83,0.0,0.0
1171010600101700010,공동주택,0.0,176.48,658.65,0.0,0.0
1171010600101800020,업무시설,794.5,371.16,4129.67,245.11,46.72
1171010600101800010,의료시설,714.5,356.12,3042.08,290.19,49.84
1171010600101820005,제1종근린생활시설,382.1,190.32,952.56,170.56,49.81
1171010600101820009,업무시설,408.7,201.84,1505.92,286.13,49.39
1171010700100010008,공동주택,676.9,223.56,2113.21,249.05,33.02
1171010700100010011,공동주택,1021.3,360.8,4691.26,381.17,35.33
1171010700100010012,공동주택,1021.3,360.8,4691.26,381.17,35.33
1171010700100020003,의료시설,1008.4,503.97,2255.98,154.7,49.98
1171010700100020004,의료시설,1008.4,503.97,2255.98,154.7,49.98
1171010700100020006,의료시설,1013.1,493.83,3443.14,203.56,48.74
1171010700100020007,의료시설,1013.1,493.83,3443.14,203.56,48.74
1171010700100020008,제2종근린생활시설,0.0,0.0,2241.6,0.0,0.0
1171010700100050002,공동주택,761.7,358.4,1684.8,141.6,47.25
1171010700100050017,공동주택,761.7,358.4,1684.8,141.6,47.25
1171010700100050018,공동주택,761.7,358.4,1684.8,141.6,47.25
1171010700100050015,공동주택,0.0,0.0,999.44,0.0,0.0
1171010700100060004,공동주택,393.6,204.28,767.08,194.89,51.9
1171010700100070002,제2종근린생활시설,1914.3,83.86,83.86,0.0,0.0
1171010700100070002,,,,,,
1171010700100080003,업무시설,4230.5,2329.81,24698.14,293.7,55.07
1171010700100080004,업무시설,4230.5,2329.81,24698.14,293.7,55.07
1171010700100080005,업무시설,4230.5,2329.81,24698.14,293.7,55.07
1171010700100100001,업무시설,880.1,487.21,3485.57,299.34,55.36
1171010700100100006,업무시설,739.0,353.91,3147.27,296.89,47.89
1171010700100120001,공동주택,0.0,143.44,504.69,0.0,0.0
1171010700100120001,공동주택,0.0,143.56,508.03,0.0,0.0
1171010700100000000,,,,,,
1171010700100120017,종교시설,917.4,498.12,1890.86,156.62,54.3
1171010700100150012,공동주택,587.4,304.68,1804.13,234.97,51.87
1171010700100160002,공동주택,0.0,0.0,1436.16,0.0,0.0
1171010700100160003,공동주택,0.0,0.0,1436.16,0.0,0.0
1171010700100160019,업무시설,699.8,338.13,2055.84,214.51,48.32
1171010700100160022,공동주택,699.5,397.53,2431.79,297.17,56.83
1171010700100180004,제1종근린생활시설,0.0,0.0,1280.4,0.0,0.0
1171010700100270003,공동주택,334.5,196.64,657.9,196.68,58.79
1171010700100300010,공동주택,336.0,200.51,622.97,185.41,59.68
1171010700100320001,,,,,,
1171010700100330000,,,,,,
1171010700100330001,,,,,,
1171010700100320001,공동주택,0.0,0.0,3088.14,0.0,0.0
1171010700100330000,공동주택,0.0,0.0,3088.14,0.0,0.0
1171010700100330001,공동주택,0.0,0.0,3088.14,0.0,0.0
1171010700100320001,공동주택,0.0,0.0,3088.14,0.0,0.0
1171010700100330000,공동주택,0.0,0.0,3088.14,0.0,0.0
1171010700100330001,공동주택,0.0,0.0,3088.14,0.0,0.0
1171010700100340042,공동주택,234.8,140.7,468.75,199.64,59.92
1171010700100350011,업무시설,607.8,302.03,1987.47,248.46,49.69
1171010700100360005,제2종근린생활시설,664.7,270.0,772.5,116.22,40.62
1171010700100400012,제2종근린생활시설,691.9,341.92,1675.88,196.8319,49.4175
1171010700100410002,제2종근린생활시설,504.4,292.8,1042.57,199.88,58.05
1171010700100410008,공동주택,392.5,229.96,722.06,183.96,58.59
1171010700100460020,제2종근린생활시설,330.9,158.88,707.24,213.73,48.01
1171010700100480013,의료시설,596.9,291.04,2324.98,248.76,48.76
1171010700100480008,업무시설,746.6,365.43,2705.56,292.55,48.95
1171010700100500013,공동주택,337.7,168.3,659.43,164.32,49.83
1171010700100700017,제2종근린생활시설,453.0,225.48,1267.67,205.96,49.77
1171010700100700015,제2종근린생활시설,544.1,268.8,1747.2,247.01,49.4
1171010700100700020,제1종근린생활시설,0.0,0.0,1065.32,0.0,0.0
1171010700100700020,공동주택,0.0,0.0,12779.38,0.0,0.0
1171010700100700020,공동주택,0.0,0.0,5087.28,0.0,0.0
1171010700100700020,공동주택,0.0,0.0,18283.2,0.0,0.0
1171010700100700020,공동주택,0.0,0.0,10994.68,0.0,0.0
